71,0.25
72,0.125
72,0.25
69,1.125
67,0.25
71,0.375
72,0.125
72,0.25
76,1.0
76,0.125
69,0.125
0,0.125
71,0.25
72,0.125
72,0.25
69,1.0
69,0.125
67,0.125
0,0.125
71,0.25
72,0.375
76,1.0
76,0.125
69,0.125
-
71,0.25
72,0.125
72,0.25
69,1.125
67,0.25
71,0.375
72,0.125
72,0.25
76,1.0
76,0.125
69,0.125
0,0.125
71,0.25
72,0.125
72,0.25
69,1.0
69,0.125
67,0.125
0,0.125
71,0.25
72,0.375
76,1.0
76,0.125
69,0.125
-
72,0.125
72,0.125
72,0.25
72,0.125
72,0.125
0,0.125
72,0.125
0,0.125
72,0.125
72,0.125
69,0.125
72,0.125
72,0.125
72,0.125
69,0.125
72,0.125
72,0.125
72,0.125
69,0.125
72,0.125
72,0.125
0,0.125
74,0.125
0,0.125
72,0.125
74,0.125
72,0.125
76,0.125
74,0.125
72,0.25
81,0.375
76,0.125
74,0.125
76,0.125
0,0.125
81,0.125
0,0.125
81,0.125
0,0.125
76,0.125
74,0.125
72,0.125
69,0.25
81,0.375
76,0.125
74,0.125
76,0.125
0,0.125
81,0.125
0,0.125
81,0.125
0,0.125
76,0.125
74,0.125
72,0.125
69,0.125
67,0.125
-
0,0.125
69,0.125
72,0.125
69,0.125
72,0.125
69,0.125
76,0.125
74,0.25
69,0.125
72,0.125
69,0.125
72,0.125
69,0.125
76,0.125
74,0.25
69,0.125
72,0.125
69,0.125
72,0.125
69,0.125
76,0.125
74,0.375
76,0.125
74,0.25
72,0.25
72,0.125
69,0.25
76,0.25
74,0.25
72,0.125
72,0.375
72,0.125
76,0.125
74,0.25
72,0.125
72,0.375
76,0.25
74,0.25
72,0.125
72,0.125
71,0.25
71,0.25
71,0.25
72,0.125
69,0.125
-
60,0.375
60,0.375
60,0.375
60,0.25
60,0.125
60,0.375
60,0.375
60,0.375
60,0.375
60,0.375
60,0.375
60,0.375
60,0.375
0,0.375
64,0.125
62,0.125
62,0.125
62,0.125
62,0.125
64,0.125
62,0.125
60,0.125
60,0.125
0,1.875
64,0.125
62,0.0625
62,0.0625
62,0.0625
0,0.1875
62,0.125
64,0.125
62,0.125
60,0.125
60,0.125
0,1.875
69,0.0625
71,0.0625
72,0.125
65,0.125
0,0.125
65,0.0625
65,0.0625
65,0.125
67,0.125
65,0.0625
64,0.125
0,1.9375
76,0.125
74,0.125
74,0.125
74,0.125
74,0.125
76,0.125
74,0.125
72,0.125
72,0.125
-
64,0.1875
62,0.0625
64,0.1875
62,0.0625
64,0.25
64,0.1875
62,0.1875
62,0.125
62,0.1875
60,0.0625
62,0.25
62,0.125
60,0.3125
0,0.4375
60,0.125
62,0.1875
60,0.1875
0,0.75
60,0.125
64,0.1875
62,0.0625
64,0.1875
62,0.0625
64,0.1875
64,0.1875
62,0.3125
60,0.0625
62,0.1875
60,0.0625
62,0.125
62,0.25
60,0.25
0,0.5
60,0.125
62,0.125
60,0.25
0,0.75
63,0.125
65,0.25
68,0.25
68,0.1875
68,0.0625
68,0.1875
68,0.0625
67,0.125
65,0.25
65,0.25
0,0.25
63,0.125
65,0.25
68,0.25
68,0.25
68,0.125
68,0.125
70,0.125
68,0.125
0,0.125
67,0.0625
65,0.125
0,0.3125
65,0.125
67,0.1875
67,0.25
67,0.25
67,0.1875
67,0.125
65,0.25
0,0.625
65,0.125
64,0.1875
64,0.25
65,0.1875
65,0.25
66,0.25
66,0.25
67,0.375
69,0.125
69,0.125
-
52,0.125
55,0.0625
55,0.125
55,0.125
52,0.0625
55,0.125
55,0.125
57,0.75
0,0.5
52,0.125
55,0.0625
55,0.125
55,0.125
52,0.0625
55,0.125
55,0.125
52,0.75
0,0.5
50,0.125
50,0.0625
50,0.125
48,0.0625
50,0.125
52,0.125
52,0.125
0,0.25
50,0.125
50,0.0625
50,0.125
48,0.0625
52,0.375
50,0.0625
48,0.125
45,0.0625
43,0.1875
45,0.1875
45,0.375
-
0,0.125
69,0.125
76,0.125
74,0.125
76,0.1875
74,0.1875
76,0.125
0,1.125
69,0.125
76,0.125
74,0.125
76,0.1875
74,0.1875
76,0.125
0,0.625
81,0.0625
81,0.0625
81,0.0625
81,0.0625
81,0.0625
81,0.0625
0,0.75
76,0.125
77,0.125
79,0.125
71,0.0625
71,0.125
71,0.0625
72,0.125
74,0.125
81,0.0625
81,0.0625
81,0.0625
81,0.0625
81,0.0625
81,0.0625
0,0.75
76,0.125
77,0.125
79,0.125
71,0.0625
71,0.125
71,0.0625
76,0.125
74,0.25
-
0,0.25
52,0.0625
50,0.0625
52,0.0625
59,0.125
60,0.3125
60,0.0625
60,0.0625
60,0.125
60,0.125
62,0.0625
60,0.125
59,0.125
50,0.125
55,0.125
53,0.125
52,0.1875
0,0.0625
52,0.125
50,0.0625
52,0.125
59,0.25
60,0.25
64,0.25
62,0.25
65,0.125
64,0.25
64,0.125
60,0.25
52,0.0625
50,0.0625
52,0.0625
59,0.125
60,0.3125
60,0.0625
60,0.0625
60,0.25
57,0.125
53,0.125
52,0.1875
50,0.1875
55,0.25
0,0.125
52,0.125
55,0.125
59,0.1875
60,0.1875
55,0.25
0,0.25
64,0.0625
64,0.0625
62,0.125
55,0.125
60,0.125
59,0.125
-
76,0.125
76,0.125
72,0.25
69,0.25
69,0.125
69,0.125
67,0.25
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
67,0.25
67,0.25
67,0.125
67,0.125
67,0.25
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
69,0.125
76,0.125
76,0.125
72,0.25
69,0.25
69,0.125
69,0.125
67,0.25
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
67,0.125
67,0.25
67,0.25
67,0.125
67,0.125
67,0.375
0,0.375
64,0.125
67,0.125
-
